Date,CountryRegion,Confirmed,Recovered,Deaths
5/16/2020,Saint Lucia-North America,18,18,0
5/16/2020,Saint Vincent and the Grenadines-North America,17,14,0
5/16/2020,San Marino-Europe,653,198,41
5/16/2020,Sao Tome and Principe-Africa,235,4,7
5/16/2020,Saudi Arabia-Asia,52016,23666,302
5/16/2020,Senegal-Africa,2429,949,25
5/16/2020,Serbia-Europe,10496,4479,228
5/16/2020,Seychelles-Africa,11,10,0
5/16/2020,Sierra Leone-Africa,462,106,29
5/16/2020,Singapore-Asia,27356,8342,22
5/16/2020,Slovakia-Europe,1493,1151,28
5/16/2020,Slovenia-Europe,1465,272,103
5/16/2020,Somalia-Africa,1357,148,55
5/16/2020,South Africa-Africa,14355,6478,261
5/16/2020,South Sudan-Africa,236,4,4
5/16/2020,Spain-Europe,230698,146446,27563
5/16/2020,Sri Lanka-Asia,960,520,9
5/16/2020,Sudan-Africa,2289,222,97
5/16/2020,Suriname-South America,10,9,1
5/16/2020,Sweden-Europe,29677,0,3674
5/16/2020,Switzerland-Europe,30572,27400,1879
5/16/2020,Syria-Asia,51,36,3
5/16/2020,Taiwan*-Asia,440,389,7
5/16/2020,Tajikistan-Asia,1322,0,36
5/16/2020,Tanzania-Africa,509,183,21
5/16/2020,Thailand-Asia,3025,2855,56
5/16/2020,Timor-Leste-Asia,24,24,0
5/16/2020,Togo-Africa,298,99,11
5/16/2020,Trinidad and Tobago-North America,116,107,8
5/16/2020,Tunisia-Africa,1037,807,45
5/16/2020,Turkey-Asia,148067,108137,4096
5/16/2020,US-North America,1474128,268376,91709
5/16/2020,Uganda-Africa,227,63,0
5/16/2020,Ukraine-Europe,17858,4906,497
5/16/2020,United Arab Emirates-Asia,22627,7931,214
5/16/2020,United Kingdom-Europe,229406,1058,33833
5/16/2020,Uruguay-South America,733,558,19
5/16/2020,Uzbekistan-Asia,2738,2213,11
5/16/2020,Venezuela-South America,504,241,10
5/16/2020,Vietnam-Asia,318,260,0
5/16/2020,West Bank and Gaza-Unknown,376,329,2
5/16/2020,Western Sahara-Unknown,6,6,0
5/16/2020,Yemen-Asia,122,1,18
5/16/2020,Zambia-Africa,679,183,7
5/16/2020,Zimbabwe-Africa,42,13,4
5/17/2020,Afghanistan-Asia,6664,778,169
5/17/2020,Albania-Europe,946,715,31
5/17/2020,Algeria-Africa,7019,3507,548
5/17/2020,Andorra-Europe,761,617,51
5/17/2020,Angola-Africa,48,17,2
5/17/2020,Antigua and Barbuda-North America,25,19,3
5/17/2020,Argentina-South America,8068,2569,373
5/17/2020,Armenia-Europe,4472,1925,60
5/17/2020,Australia-Oceania,7054,6392,99
5/17/2020,Austria-Europe,16242,14563,629
5/17/2020,Azerbaijan-Europe,3274,2015,39
5/17/2020,Bahamas-North America,96,42,11
5/17/2020,Bahrain-Asia,6956,2910,12
5/17/2020,Bangladesh-Asia,22268,4373,328
5/17/2020,Barbados-North America,88,68,7
5/17/2020,Belarus-Europe,29650,9932,165
5/17/2020,Belgium-Europe,55280,14630,9052
5/17/2020,Belize-North America,18,16,2
5/17/2020,Benin-Africa,339,83,2
5/17/2020,Bhutan-Asia,21,5,0
5/17/2020,Bolivia-South America,4088,493,169
5/17/2020,Bosnia and Herzegovina-Europe,2290,1436,133
5/17/2020,Botswana-Africa,25,17,1
5/17/2020,Brazil-South America,241080,94122,16118
5/17/2020,Brunei-Asia,141,136,1
5/17/2020,Bulgaria-Europe,2211,598,108
5/17/2020,Burkina Faso-Unknown,796,644,51
5/17/2020,Burma-Unknown,184,97,6
5/17/2020,Burundi-Africa,23,15,1
5/17/2020,Cabo Verde-Unknown,328,84,3
5/17/2020,Cambodia-Asia,122,122,0
5/17/2020,Cameroon-Africa,3105,1567,140
5/17/2020,Canada-North America,78332,38563,5903
5/17/2020,Central African Republic-Africa,327,13,0
5/17/2020,Chad-Africa,503,117,53
5/17/2020,Chile-South America,52369,19213,450
5/17/2020,China-Asia,84054,79306,4638
5/17/2020,Colombia-South America,15574,3751,574
5/17/2020,Comoros-Africa,11,3,1
5/17/2020,Congo (Brazzaville)-Unknown,391,87,15
5/17/2020,Congo (Kinshasa)-Unknown,1455,270,61
5/17/2020,Costa Rica-North America,863,565,10
5/17/2020,Cote d'Ivoire-Unknown,2109,1004,27
5/17/2020,Croatia-Europe,2226,1936,95
5/17/2020,Cuba-North America,1872,1495,79
5/17/2020,Cyprus-Europe,916,515,17
5/17/2020,Czechia-Europe,8475,5462,298
5/17/2020,Denmark-Europe,11125,9425,547
5/17/2020,Diamond Princess-Unknown,712,651,13
5/17/2020,Djibouti-Africa,1401,972,4
5/17/2020,Dominica-North America,16,16,0
5/17/2020,Dominican Republic-North America,12314,5847,428
5/17/2020,Ecuador-South America,33182,3433,2736
5/17/2020,Egypt-Africa,12229,3172,630
5/17/2020,El Salvador-North America,1338,464,30
5/17/2020,Equatorial Guinea-Africa,594,22,7
5/17/2020,Eritrea-Africa,39,39,0
5/17/2020,Estonia-Europe,1774,938,63
5/17/2020,Eswatini-Unknown,203,73,2
5/17/2020,Ethiopia-Africa,317,113,5
5/17/2020,Fiji-Oceania,18,15,0
5/17/2020,Finland-Europe,6347,5000,298
5/17/2020,France-Europe,179693,61327,28111
5/17/2020,Gabon-Africa,1320,244,11
5/17/2020,Gambia-Africa,23,12,1
5/17/2020,Georgia-Europe,695,425,12
5/17/2020,Germany-Europe,176369,154011,7962
5/17/2020,Ghana-Africa,5735,1754,29
5/17/2020,Greece-Europe,2834,1374,163
5/17/2020,Grenada-North America,22,14,0
5/17/2020,Guatemala-North America,1763,138,33
5/17/2020,Guinea-Africa,2658,1133,16
5/17/2020,Guinea-Bissau-Africa,990,26,4
5/17/2020,Guyana-South America,117,43,10
5/17/2020,Haiti-North America,456,21,20
5/17/2020,Holy See-Unknown,12,2,0
5/17/2020,Honduras-North America,2646,319,142
5/17/2020,Hungary-Europe,3509,1396,451
5/17/2020,Iceland-Europe,1802,1786,10
5/17/2020,India-Asia,95698,36795,3025
5/17/2020,Indonesia-Asia,17514,4129,1148
5/17/2020,Iran-Asia,120198,94464,6988
5/17/2020,Iraq-Asia,3404,2218,123
5/17/2020,Ireland-Europe,24112,19470,1543
5/17/2020,Israel-Asia,16617,12942,272
5/17/2020,Italy-Europe,225435,125176,31908
5/17/2020,Jamaica-North America,520,127,9
5/17/2020,Japan-Asia,16226,11153,787
5/17/2020,Jordan-Asia,613,408,9
5/17/2020,Kazakhstan-Asia,6157,3256,34
5/17/2020,Kenya-Africa,887,313,50
5/17/2020,"Korea, South-Asia",11065,9904,263
5/17/2020,Kosovo-Europe,978,713,29
5/17/2020,Kuwait-Asia,14850,4093,112
5/17/2020,Kyrgyzstan-Asia,1138,804,14
5/17/2020,Laos-Asia,19,14,0
5/17/2020,Latvia-Europe,1008,662,19
5/17/2020,Lebanon-Asia,911,247,26
5/17/2020,Lesotho-Africa,1,0,0
5/17/2020,Liberia-Africa,226,120,21
5/17/2020,Libya-Africa,65,35,3
5/17/2020,Liechtenstein-Europe,82,81,1
5/17/2020,Lithuania-Europe,1541,997,56
5/17/2020,Luxembourg-Europe,3945,3702,107
5/17/2020,MS Zaandam-Unknown,9,0,2
5/17/2020,Madagascar-Africa,304,114,1
5/17/2020,Malawi-Africa,70,27,3
5/17/2020,Malaysia-Asia,6894,5571,113
5/17/2020,Maldives-Asia,1094,58,4
5/17/2020,Mali-Africa,860,494,52
5/17/2020,Malta-Europe,553,454,6
5/17/2020,Mauritania-Africa,62,7,4
5/17/2020,Mauritius-Africa,332,322,10
5/17/2020,Mexico-North America,49219,33329,5177
5/17/2020,Moldova-Europe,6060,2344,211
5/17/2020,Monaco-Europe,96,87,4
5/17/2020,Mongolia-Asia,136,21,0
5/17/2020,Montenegro-Europe,324,311,9
5/17/2020,Morocco-Africa,6870,3660,192
5/17/2020,Mozambique-Africa,137,44,0
5/17/2020,Namibia-Africa,16,13,0
5/17/2020,Nepal-Asia,295,36,2
5/17/2020,Netherlands-Europe,44195,167,5699
5/17/2020,New Zealand-Oceania,1499,1433,21
5/17/2020,Nicaragua-North America,25,7,8
5/17/2020,Niger-Africa,904,698,54
5/17/2020,Nigeria-Africa,5959,1594,182
5/17/2020,North Macedonia-Unknown,1792,1293,101
5/17/2020,Norway-Europe,8249,32,232
5/17/2020,Oman-Asia,5186,1465,22
5/17/2020,Pakistan-Asia,42125,11922,903
5/17/2020,Panama-North America,9606,6081,275
5/17/2020,Papua New Guinea-Oceania,8,8,0
5/17/2020,Paraguay-South America,786,202,11
5/17/2020,Peru-South America,92273,28621,2648
5/17/2020,Philippines-Asia,12513,2635,824
5/17/2020,Poland-Europe,18529,7451,925
5/17/2020,Portugal-Europe,29036,4636,1218
5/17/2020,Qatar-Asia,32604,4370,15
5/17/2020,Romania-Europe,16871,9890,1107
5/17/2020,Russia-Eastern Europe and Northern Asia,281752,67373,2631
5/17/2020,Rwanda-Africa,292,197,0
5/17/2020,Saint Kitts and Nevis-North America,15,14,0
5/17/2020,Saint Lucia-North America,18,18,0
5/17/2020,Saint Vincent and the Grenadines-North America,17,14,0
5/17/2020,San Marino-Europe,654,201,41
5/17/2020,Sao Tome and Principe-Africa,235,4,7
5/17/2020,Saudi Arabia-Asia,54752,25722,312
5/17/2020,Senegal-Africa,2480,973,25
5/17/2020,Serbia-Europe,10610,4713,230
5/17/2020,Seychelles-Africa,11,10,0
5/17/2020,Sierra Leone-Africa,505,141,32
5/17/2020,Singapore-Asia,28038,9340,22
5/17/2020,Slovakia-Europe,1494,1163,28
5/17/2020,Slovenia-Europe,1466,273,104
5/17/2020,Somalia-Africa,1421,152,56
5/17/2020,South Africa-Africa,15515,7006,264
5/17/2020,South Sudan-Africa,290,4,4
5/17/2020,Spain-Europe,230698,146446,27563
5/17/2020,Sri Lanka-Asia,981,538,9
5/17/2020,Sudan-Africa,2289,222,97
5/17/2020,Suriname-South America,10,9,1
5/17/2020,Sweden-Europe,30143,0,3679
5/17/2020,Switzerland-Europe,30587,27500,1881
5/17/2020,Syria-Asia,58,36,3
5/17/2020,Taiwan*-Asia,440,395,7
5/17/2020,Tajikistan-Asia,1524,0,39
5/17/2020,Tanzania-Africa,509,183,21
5/17/2020,Thailand-Asia,3028,2856,56
5/17/2020,Timor-Leste-Asia,24,24,0
5/17/2020,Togo-Africa,301,104,11
5/17/2020,Trinidad and Tobago-North America,116,107,8
5/17/2020,Tunisia-Africa,1037,816,45
5/17/2020,Turkey-Asia,149435,109962,4140
5/17/2020,US-North America,1493132,272265,92467
5/17/2020,Uganda-Africa,227,63,0
5/17/2020,Ukraine-Europe,18291,5116,514
5/17/2020,United Arab Emirates-Asia,23358,8512,220
5/17/2020,United Kingdom-Europe,231232,1058,33900
5/17/2020,Uruguay-South America,734,564,20
5/17/2020,Uzbekistan-Asia,2753,2247,12
5/17/2020,Venezuela-South America,541,241,10
5/17/2020,Vietnam-Asia,320,260,0
5/17/2020,West Bank and Gaza-Unknown,381,335,2
5/17/2020,Western Sahara-Unknown,6,6,0
5/17/2020,Yemen-Asia,128,1,20
5/17/2020,Zambia-Africa,753,188,7
5/17/2020,Zimbabwe-Africa,44,17,4
5/18/2020,Afghanistan-Asia,7072,801,173
5/18/2020,Albania-Europe,948,727,31
5/18/2020,Algeria-Africa,7201,3625,555
5/18/2020,Andorra-Europe,761,624,51
5/18/2020,Angola-Africa,50,17,3
5/18/2020,Antigua and Barbuda-North America,25,19,3
5/18/2020,Argentina-South America,8371,2625,382
5/18/2020,Armenia-Europe,4823,2019,61
5/18/2020,Australia-Oceania,7068,6413,99
5/18/2020,Austria-Europe,16269,14614,629
5/18/2020,Azerbaijan-Europe,3387,2055,40
5/18/2020,Bahamas-North America,96,43,11
5/18/2020,Bahrain-Asia,7184,2931,12
5/18/2020,Bangladesh-Asia,23870,4585,349
5/18/2020,Barbados-North America,88,68,7
5/18/2020,Belarus-Europe,30572,10130,171
5/18/2020,Belgium-Europe,55559,14657,9080
5/18/2020,Belize-North America,18,16,2
5/18/2020,Benin-Africa,339,83,2
5/18/2020,Bhutan-Asia,21,5,0
5/18/2020,Bolivia-South America,4263,503,174
5/18/2020,Bosnia and Herzegovina-Europe,2304,1464,133
5/18/2020,Botswana-Africa,25,17,1
5/18/2020,Brazil-South America,255368,100459,16853
5/18/2020,Brunei-Asia,141,136,1
5/18/2020,Bulgaria-Europe,2235,612,110
5/18/2020,Burkina Faso-Unknown,796,652,51
5/18/2020,Burma-Unknown,191,101,6
5/18/2020,Burundi-Africa,42,20,1
5/18/2020,Cabo Verde-Unknown,328,85,3
5/18/2020,Cambodia-Asia,122,122,0
5/18/2020,Cameroon-Africa,3529,1567,140
5/18/2020,Canada-North America,79411,39251,5960
5/18/2020,Central African Republic-Africa,327,13,0
5/18/2020,Chad-Africa,519,117,53
5/18/2020,Chile-South America,54647,20165,478
5/18/2020,China-Asia,84063,79310,4638
5/18/2020,Colombia-South America,16295,3903,592
5/18/2020,Comoros-Africa,11,3,1
5/18/2020,Congo (Brazzaville)-Unknown,412,110,15
5/18/2020,Congo (Kinshasa)-Unknown,1538,272,61
5/18/2020,Costa Rica-North America,866,575,10
5/18/2020,Cote d'Ivoire-Unknown,2119,1040,28
5/18/2020,Croatia-Europe,2228,1946,95
5/18/2020,Cuba-North America,1881,1505,79
5/18/2020,Cyprus-Europe,917,515,17
5/18/2020,Czechia-Europe,8586,5641,297
5/18/2020,Denmark-Europe,11166,9499,548
5/18/2020,Diamond Princess-Unknown,712,651,13
5/18/2020,Djibouti-Africa,1518,1018,7
5/18/2020,Dominica-North America,16,16,0
5/18/2020,Dominican Republic-North America,12725,6613,434
5/18/2020,Ecuador-South America,33582,3433,2799
5/18/2020,Egypt-Africa,12764,3440,645
5/18/2020,El Salvador-North America,1413,474,30
5/18/2020,Equatorial Guinea-Africa,719,22,7
5/18/2020,Eritrea-Africa,39,39,0
5/18/2020,Estonia-Europe,1784,938,64
5/18/2020,Eswatini-Unknown,205,78,2
5/18/2020,Ethiopia-Africa,352,116,5
5/18/2020,Fiji-Oceania,18,15,0
5/18/2020,Finland-Europe,6380,5000,300
5/18/2020,France-Europe,180051,61843,28242
5/18/2020,Gabon-Africa,1432,301,11
5/18/2020,Gambia-Africa,24,13,1
5/18/2020,Georgia-Europe,701,432,12
5/18/2020,Germany-Europe,176551,155041,8003
5/18/2020,Ghana-Africa,5735,1754,29
5/18/2020,Greece-Europe,2836,1374,165
5/18/2020,Grenada-North America,22,14,0
5/18/2020,Guatemala-North America,1912,138,35
5/18/2020,Guinea-Africa,2796,1263,16
5/18/2020,Guinea-Bissau-Africa,1032,38,4
5/18/2020,Guyana-South America,124,44,10
5/18/2020,Haiti-North America,533,21,21
5/18/2020,Holy See-Unknown,12,2,0
5/18/2020,Honduras-North America,2798,340,146
5/18/2020,Hungary-Europe,3535,1400,462
5/18/2020,Iceland-Europe,1802,1786,10
5/18/2020,India-Asia,100328,39233,3156
5/18/2020,Indonesia-Asia,18010,4324,1191
5/18/2020,Iran-Asia,122492,95661,7057
5/18/2020,Iraq-Asia,3554,2310,127
5/18/2020,Ireland-Europe,24200,19470,1547
5/18/2020,Israel-Asia,16643,13253,276
5/18/2020,Italy-Europe,225886,127326,32007
5/18/2020,Jamaica-North America,520,131,9
5/18/2020,Japan-Asia,16259,11564,796
5/18/2020,Jordan-Asia,629,413,9
5/18/2020,Kazakhstan-Asia,6751,3469,35
5/18/2020,Kenya-Africa,912,336,50
5/18/2020,"Korea, South-Asia",11078,9938,263
5/18/2020,Kosovo-Europe,985,736,29
5/18/2020,Kuwait-Asia,15691,4339,118
5/18/2020,Kyrgyzstan-Asia,1216,827,14
5/18/2020,Laos-Asia,19,14,0
5/18/2020,Latvia-Europe,1009,662,19
5/18/2020,Lebanon-Asia,931,251,26
5/18/2020,Lesotho-Africa,1,0,0
5/18/2020,Liberia-Africa,229,123,22
5/18/2020,Libya-Africa,65,35,3
5/18/2020,Liechtenstein-Europe,82,81,1
5/18/2020,Lithuania-Europe,1547,997,59
5/18/2020,Luxembourg-Europe,3947,3715,107
5/18/2020,MS Zaandam-Unknown,9,0,2
5/18/2020,Madagascar-Africa,322,119,1
5/18/2020,Malawi-Africa,70,27,3
5/18/2020,Malaysia-Asia,6941,5615,113
5/18/2020,Maldives-Asia,1106,58,4
5/18/2020,Mali-Africa,874,512,52
5/18/2020,Malta-Europe,558,456,6
5/18/2020,Mauritania-Africa,81,7,4
5/18/2020,Mauritius-Africa,332,322,10
5/18/2020,Mexico-North America,51633,35388,5332
5/18/2020,Moldova-Europe,6138,2425,217
5/18/2020,Monaco-Europe,97,87,4
5/18/2020,Mongolia-Asia,140,24,0
5/18/2020,Montenegro-Europe,324,311,9
5/18/2020,Morocco-Africa,6952,3758,192
5/18/2020,Mozambique-Africa,145,44,0
5/18/2020,Namibia-Africa,16,13,0
5/18/2020,Nepal-Asia,375,36,2
5/18/2020,Netherlands-Europe,44341,167,5713
5/18/2020,New Zealand-Oceania,1499,1433,21
5/18/2020,Nicaragua-North America,25,7,8
5/18/2020,Niger-Africa,909,714,55
5/18/2020,Nigeria-Africa,6175,1644,191
5/18/2020,North Macedonia-Unknown,1817,1301,104
5/18/2020,Norway-Europe,8257,32,233
5/18/2020,Oman-Asia,5379,1496,25
5/18/2020,Pakistan-Asia,43966,12489,939
5/18/2020,Panama-North America,9726,6081,279
5/18/2020,Papua New Guinea-Oceania,8,8,0
5/18/2020,Paraguay-South America,788,219,11
5/18/2020,Peru-South America,94933,30306,2789
5/18/2020,Philippines-Asia,12718,2729,831
5/18/2020,Poland-Europe,18885,7628,936
5/18/2020,Portugal-Europe,29209,6430,1231
5/18/2020,Qatar-Asia,33969,4899,15
5/18/2020,Romania-Europe,17036,9930,1120
5/18/2020,Russia-Eastern Europe and Northern Asia,290678,70209,2722
5/18/2020,Rwanda-Africa,297,203,0
5/18/2020,Saint Kitts and Nevis-North America,15,14,0
5/18/2020,Saint Lucia-North America,18,18,0
5/18/2020,Saint Vincent and the Grenadines-North America,17,14,0
5/18/2020,San Marino-Europe,654,203,41
5/18/2020,Sao Tome and Principe-Africa,246,4,7
5/18/2020,Saudi Arabia-Asia,57345,28748,320
5/18/2020,Senegal-Africa,2544,1076,26
5/18/2020,Serbia-Europe,10699,4799,231
5/18/2020,Seychelles-Africa,11,11,0
5/18/2020,Sierra Leone-Africa,519,148,33
5/18/2020,Singapore-Asia,28343,9835,22
5/18/2020,Slovakia-Europe,1495,1185,28
5/18/2020,Slovenia-Europe,1466,1335,104
5/18/2020,Somalia-Africa,1455,163,57
5/18/2020,South Africa-Africa,16433,7298,286
5/18/2020,South Sudan-Africa,290,4,4
5/18/2020,Spain-Europe,231606,150376,27709
5/18/2020,Sri Lanka-Asia,992,559,9
5/18/2020,Sudan-Africa,2591,247,105
5/18/2020,Suriname-South America,11,9,1
5/18/2020,Sweden-Europe,30377,0,3698
5/18/2020,Switzerland-Europe,30597,27600,1886
5/18/2020,Syria-Asia,58,36,3
5/18/2020,Taiwan*-Asia,440,398,7
5/18/2020,Tajikistan-Asia,1729,0,41
5/18/2020,Tanzania-Africa,509,183,21
5/18/2020,Thailand-Asia,3031,2857,56
5/18/2020,Timor-Leste-Asia,24,24,0
5/18/2020,Togo-Africa,330,106,12
5/18/2020,Trinidad and Tobago-North America,116,107,8
5/18/2020,Tunisia-Africa,1043,819,46
5/18/2020,Turkey-Asia,150593,111577,4171
5/18/2020,US-North America,1514901,283178,93243
5/18/2020,Uganda-Africa,248,63,0
5/18/2020,Ukraine-Europe,18616,5276,535
5/18/2020,United Arab Emirates-Asia,24190,9577,224
5/18/2020,United Kingdom-Europe,233809,1090,34046
5/18/2020,Uruguay-South America,737,569,20
5/18/2020,Uzbekistan-Asia,2791,2314,13
5/18/2020,Venezuela-South America,618,253,10
5/18/2020,Vietnam-Asia,324,263,0
5/18/2020,West Bank and Gaza-Unknown,388,337,2
5/18/2020,Western Sahara-Unknown,6,6,0
5/18/2020,Yemen-Asia,130,1,20
5/18/2020,Zambia-Africa,761,192,7
5/18/2020,Zimbabwe-Africa,46,18,4
5/19/2020,Afghanistan-Asia,7653,850,178
5/19/2020,Albania-Europe,949,742,31
5/19/2020,Algeria-Africa,7377,3746,561
5/19/2020,Andorra-Europe,761,628,51
5/19/2020,Angola-Africa,52,17,3
5/19/2020,Antigua and Barbuda-North America,25,19,3
5/19/2020,Argentina-South America,8809,2872,393
5/19/2020,Armenia-Europe,5041,2164,64
5/19/2020,Australia-Oceania,7072,6431,100
5/19/2020,Austria-Europe,16321,14678,632
5/19/2020,Azerbaijan-Europe,3518,2198,41
5/19/2020,Bahamas-North America,96,43,11
5/19/2020,Bahrain-Asia,7532,2952,12
5/19/2020,Bangladesh-Asia,25121,4993,370
5/19/2020,Barbados-North America,90,68,7
5/19/2020,Belarus-Europe,31508,10620,175
5/19/2020,Belgium-Europe,55791,14687,9108
5/19/2020,Belize-North America,18,16,2
5/19/2020,Benin-Africa,130,83,2
5/19/2020,Bhutan-Asia,21,5,0
5/19/2020,Bolivia-South America,4481,533,189
5/19/2020,Bosnia and Herzegovina-Europe,2321,1522,134
5/19/2020,Botswana-Africa,25,17,1
5/19/2020,Brazil-South America,271885,106794,17983
5/19/2020,Brunei-Asia,141,136,1
5/19/2020,Bulgaria-Europe,2259,646,112
5/19/2020,Burkina Faso-Unknown,796,652,51
5/19/2020,Burma-Unknown,193,104,6
5/19/2020,Burundi-Africa,42,20,1
5/19/2020,Cabo Verde-Unknown,335,85,3
5/19/2020,Cambodia-Asia,122,122,0
5/19/2020,Cameroon-Africa,3529,1567,140
5/19/2020,Canada-North America,80493,40069,6028
5/19/2020,Central African Republic-Africa,366,18,0
5/19/2020,Chad-Africa,545,139,56
5/19/2020,Chile-South America,58167,21507,509
5/19/2020,China-Asia,84063,79310,4638
5/19/2020,Colombia-South America,16935,4050,613
5/19/2020,Comoros-Africa,11,3,1
5/19/2020,Congo (Brazzaville)-Unknown,420,132,15
5/19/2020,Congo (Kinshasa)-Unknown,1629,290,61
5/19/2020,Costa Rica-North America,882,577,10
5/19/2020,Cote d'Ivoire-Unknown,2153,1050,28
5/19/2020,Croatia-Europe,2232,1967,96
5/19/2020,Cuba-North America,1887,1538,79
5/19/2020,Cyprus-Europe,918,515,17
5/19/2020,Czechia-Europe,8647,5726,302
5/19/2020,Denmark-Europe,11242,9614,551
5/19/2020,Diamond Princess-Unknown,712,651,13
5/19/2020,Djibouti-Africa,1618,1033,7
5/19/2020,Dominica-North America,16,16,0
5/19/2020,Dominican Republic-North America,13223,6613,441
5/19/2020,Ecuador-South America,34151,3457,2839
5/19/2020,Egypt-Africa,13484,3742,659
5/19/2020,El Salvador-North America,1498,502,30
5/19/2020,Equatorial Guinea-Africa,825,22,7
5/19/2020,Eritrea-Africa,39,39,0
5/19/2020,Estonia-Europe,1791,938,64
5/19/2020,Eswatini-Unknown,208,87,2
5/19/2020,Ethiopia-Africa,365,120,5
5/19/2020,Fiji-Oceania,18,15,0
5/19/2020,Finland-Europe,6399,5000,301
5/19/2020,France-Europe,180933,62678,28025
5/19/2020,Gabon-Africa,1502,318,12
5/19/2020,Gambia-Africa,24,13,1
5/19/2020,Georgia-Europe,707,456,12
5/19/2020,Germany-Europe,177778,155681,8081
5/19/2020,Ghana-Africa,6096,1773,31
5/19/2020,Greece-Europe,2840,1374,165
5/19/2020,Grenada-North America,22,14,0
5/19/2020,Guatemala-North America,2133,155,43
5/19/2020,Guinea-Africa,2863,1525,18
5/19/2020,Guinea-Bissau-Africa,1038,42,6
5/19/2020,Guyana-South America,125,46,10
5/19/2020,Haiti-North America,533,21,21
5/19/2020,Holy See-Unknown,12,2,0
5/19/2020,Honduras-North America,2955,349,147
5/19/2020,Hungary-Europe,3556,1412,467
5/19/2020,Iceland-Europe,1802,1789,10
5/19/2020,India-Asia,106475,42309,3302
5/19/2020,Indonesia-Asia,18496,4467,1221
5/19/2020,Iran-Asia,124603,97173,7119
5/19/2020,Iraq-Asia,3611,2366,131
5/19/2020,Ireland-Europe,24251,19470,1561
5/19/2020,Israel-Asia,16659,13435,278
5/19/2020,Italy-Europe,226699,129401,32169
5/19/2020,Jamaica-North America,520,145,9
5/19/2020,Japan-Asia,16287,11564,805
5/19/2020,Jordan-Asia,649,417,9
5/19/2020,Kazakhstan-Asia,6751,3598,35
5/19/2020,Kenya-Africa,963,358,50
5/19/2020,"Korea, South-Asia",11110,10066,263
5/19/2020,Kosovo-Europe,988,754,29
5/19/2020,Kuwait-Asia,16764,4681,121
5/19/2020,Kyrgyzstan-Asia,1243,898,14
5/19/2020,Laos-Asia,19,14,0
5/19/2020,Latvia-Europe,1012,694,21
5/19/2020,Lebanon-Asia,954,251,26
5/19/2020,Lesotho-Africa,1,0,0
5/19/2020,Liberia-Africa,233,125,23
5/19/2020,Libya-Africa,68,35,3
5/19/2020,Liechtenstein-Europe,82,81,1
5/19/2020,Lithuania-Europe,1562,1025,60
5/19/2020,Luxembourg-Europe,3958,3718,109
5/19/2020,MS Zaandam-Unknown,9,0,2
5/19/2020,Madagascar-Africa,326,119,2
5/19/2020,Malawi-Africa,70,27,3
5/19/2020,Malaysia-Asia,6978,5646,114
5/19/2020,Maldives-Asia,1143,91,4
5/19/2020,Mali-Africa,901,529,53
5/19/2020,Malta-Europe,569,460,6
5/19/2020,Mauritania-Africa,131,7,4
5/19/2020,Mauritius-Africa,332,322,10
5/19/2020,Mexico-North America,54346,37325,5666
5/19/2020,Moldova-Europe,6340,2508,221
5/19/2020,Monaco-Europe,97,87,4
5/19/2020,Mongolia-Asia,140,26,0
5/19/2020,Montenegro-Europe,324,312,9
5/19/2020,Morocco-Africa,7023,3901,193
5/19/2020,Mozambique-Africa,146,44,0
5/19/2020,Namibia-Africa,16,13,0
5/19/2020,Nepal-Asia,402,37,2
5/19/2020,Netherlands-Europe,44449,167,5734
5/19/2020,New Zealand-Oceania,1503,1447,21
5/19/2020,Nicaragua-North America,254,199,17
5/19/2020,Niger-Africa,914,734,55
5/19/2020,Nigeria-Africa,6401,1734,192
5/19/2020,North Macedonia-Unknown,1839,1351,106
5/19/2020,Norway-Europe,8267,32,233
5/19/2020,Oman-Asia,5671,1574,27
5/19/2020,Pakistan-Asia,45898,13101,985
5/19/2020,Panama-North America,9867,6194,281
5/19/2020,Papua New Guinea-Oceania,8,8,0
5/19/2020,Paraguay-South America,829,230,11
5/19/2020,Peru-South America,99483,36524,2914
5/19/2020,Philippines-Asia,12942,2843,837
5/19/2020,Poland-Europe,19268,7903,948
5/19/2020,Portugal-Europe,29432,6431,1247
5/19/2020,Qatar-Asia,35606,5634,15
5/19/2020,Romania-Europe,17191,10166,1137
5/19/2020,Russia-Eastern Europe and Northern Asia,299941,76130,2837
5/19/2020,Rwanda-Africa,308,209,0
5/19/2020,Saint Kitts and Nevis-North America,15,15,0
5/19/2020,Saint Lucia-North America,18,18,0
5/19/2020,Saint Vincent and the Grenadines-North America,17,14,0
5/19/2020,San Marino-Europe,655,211,41
5/19/2020,Sao Tome and Principe-Africa,251,4,8
5/19/2020,Saudi Arabia-Asia,59854,31634,329
5/19/2020,Senegal-Africa,2617,1133,30
5/19/2020,Serbia-Europe,10733,4904,234
5/19/2020,Seychelles-Africa,11,11,0
5/19/2020,Sierra Leone-Africa,534,167,33
5/19/2020,Singapore-Asia,28794,10365,22
5/19/2020,Slovakia-Europe,1495,1192,28
5/19/2020,Slovenia-Europe,1467,1338,104
5/19/2020,Somalia-Africa,1502,178,59
5/19/2020,South Africa-Africa,17200,7960,312
5/19/2020,South Sudan-Africa,290,4,4
5/19/2020,Spain-Europe,232037,150376,27778
5/19/2020,Sri Lanka-Asia,1027,569,9
5/19/2020,Sudan-Africa,2728,286,111
5/19/2020,Suriname-South America,11,9,1
